filename,filepath,age,gender,race,age_group
10_0_0_20161220222308131.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20161220222308131.jpg.chip.jpg,10,0,0,10s
10_0_0_20170103200329407.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170103200329407.jpg.chip.jpg,10,0,0,10s
10_0_0_20170103200522151.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170103200522151.jpg.chip.jpg,10,0,0,10s
10_0_0_20170103233459275.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170103233459275.jpg.chip.jpg,10,0,0,10s
10_0_0_20170104013211746.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170104013211746.jpg.chip.jpg,10,0,0,10s
10_0_0_20170110215927291.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170110215927291.jpg.chip.jpg,10,0,0,10s
10_0_0_20170110220033115.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170110220033115.jpg.chip.jpg,10,0,0,10s
10_0_0_20170110220111082.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170110220111082.jpg.chip.jpg,10,0,0,10s
10_0_0_20170110220235233.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170110220235233.jpg.chip.jpg,10,0,0,10s
10_0_0_20170110220251986.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170110220251986.jpg.chip.jpg,10,0,0,10s
10_0_0_20170110220255346.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170110220255346.jpg.chip.jpg,10,0,0,10s
10_0_0_20170110220316298.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170110220316298.jpg.chip.jpg,10,0,0,10s
10_0_0_20170110220403810.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170110220403810.jpg.chip.jpg,10,0,0,10s
10_0_0_20170110220447314.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170110220447314.jpg.chip.jpg,10,0,0,10s
10_0_0_20170110220503946.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170110220503946.jpg.chip.jpg,10,0,0,10s
10_0_0_20170110220514186.jpg.chip.jpg,C:\Users\svc06\OneDrive\Desktop\이미지 프로젝트\data\processed\resized_128\10_0_0_20170110220514186.jpg.chip.jpg,10,0,0,10s
